,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,label,score
115,1844304588201132146,Thu Oct 10 09:10:54 +0000 2024,1,I took a day off from socials to come back and see lots of drama still going on. This is nonesense and it's hurting the WP community.,1844304588201132146,,,en,Spain/ remote,0,0,0,https://x.com/MontseCano/status/1844304588201132146,49586000,MontseCano,took day socials come back see lots drama still going nonesense hurting wp community,negative,-0.1779
116,1844298113827340458,Thu Oct 10 08:45:10 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/qt4QXD0Fxi,1844298113827340458,,,en,Chomutov,0,0,0,https://x.com/Miracz01/status/1844298113827340458,209516121,Miracz01,wordpress vs wp engine drama explained,positive,0.25
117,1844296421966741657,Thu Oct 10 08:38:27 +0000 2024,15,Imagine Google having a fight with Apple. And we get to see a checkbox in our android phone saying - I confirm I am not involved with Apple in any way **iphone ringing at side #wpdrama,1844296421966741657,,,en,,1,3,0,https://x.com/mehbubrashid/status/1844296421966741657,1021420886,mehbubrashid,imagine google fight apple get see checkbox android phone saying confirm involved apple way iphone ringing side wpdrama,negative,-0.3818
118,1844279211856404960,Thu Oct 10 07:30:03 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/VD2qN45KRS,1844279211856404960,,,en,,0,0,0,https://x.com/TechTrendsBot/status/1844279211856404960,1834408472445685760,TechTrendsBot,wordpress vs wp engine drama explained,positive,0.25
119,1844155991010709603,Wed Oct 09 23:20:25 +0000 2024,6,Are you affiliated with WP Engine in any way financially or otherwise? #WPDrama https://t.co/WNGnbvf8DO,1844155991010709603,https://pbs.twimg.com/media/GZfCGcOXYAAyIt3.jpg,,en,"Santurtzi, España",0,1,1,https://x.com/madrillano/status/1844155991010709603,282964927,madrillano,affiliated wp engine way financially otherwise wpdrama,positive,0.25
120,1844148643621924977,Wed Oct 09 22:51:13 +0000 2024,0,Hey can someone in like 2 months time gimme tldr on WP Engine and WordPress drama? Tyyy,1844148643621924977,,,en,Serbia,0,0,0,https://x.com/PetarVukmanovic/status/1844148643621924977,2788725727,PetarVukmanovic,hey someone like 2 months time gimme tldr wp engine wordpress drama tyyy,positive,0.5423
122,1844122935902278066,Wed Oct 09 21:09:04 +0000 2024,22,Today we learned from @t3dotgg's latest stream that out of spite Matt poached the developer of WPGraphQL for acquihure. #wpdrama #wordpress,1844122935902278066,,,en,Mexico,1,1,0,https://x.com/kellie/status/1844122935902278066,790217,kellie,today learned t3dotgg latest stream spite matt poached developer wpgraphql acquihure wpdrama wordpress,negative,-0.5267
125,1843963052183433331,Wed Oct 09 20:56:29 +0000 2024,11,@JavierCasares Crazy. I only have one site on Wordpress. I was ignoring the drama but this thread solidified that I need to remove WP from my life completely.,1844119770058326119,,JavierCasares,en,,0,2,1,https://x.com/cryptoth0/status/1844119770058326119,1434202378618736640,cryptoth0,javiercasares crazy one site wordpress ignoring drama thread solidified need remove wp life completely,negative,-0.4767
126,1844119466650853519,Wed Oct 09 20:55:17 +0000 2024,1,The most offensive thing about this entire WordPress vs. WP Engine drama is the use of the word sitch in this article title. https://t.co/xtBEGF866I,1844119466650853519,,,en,"Torontocisco, Canadafornia.",0,0,0,https://x.com/LouisLazaris/status/1844119466650853519,39445335,LouisLazaris,offensive thing entire wordpress vs wp engine drama use word sitch article title,negative,-0.25
127,1844116364249923665,Wed Oct 09 20:46:20 +0000 2024,17,@AhmedAbouZaid A lot of drama over the past couple of weeks. There is a platform called WP Engine offers WP hosting. WP organization says they misuse WP trademark and blocked any website hosted on WPEngine from getting plugins updates. This lead to a catastrophy because WPEngin has a lot of ...,1844117213437100401,,AhmedAbouZaid,en,Egypt,1,2,0,https://x.com/ahmadalfy/status/1844117213437100401,9459802,ahmadalfy,ahmedabouzaid lot drama past couple weeks platform called wp engine offers wp hosting wp organization says misuse wp trademark blocked website hosted wpengine getting plugins updates lead catastrophy wpengin lot,positive,0.5994
128,1843975732713930832,Wed Oct 09 20:27:53 +0000 2024,0,@arvidkahl At this point I m just using this drama as entertainment. I used to be an avid WP user but have left that ecosystem long ago.,1844112572196454785,,arvidkahl,en,"Dallas, TX",0,0,0,https://x.com/michaelcummings/status/1844112572196454785,9270712,michaelcummings,arvidkahl point using drama entertainment used avid wp user left ecosystem long ago,positive,0.7184
131,1844103350499016899,Wed Oct 09 19:51:15 +0000 2024,1,I wonder how many folks have an Asana task with the word WPDrama in it right now? I just have one big one with a lot of subtasks and comments.,1844103350499016899,,,en,"Evansville, Indiana",0,0,0,https://x.com/dansully/status/1844103350499016899,766957,dansully,wonder many folks asana task word wpdrama right one big one lot subtasks comments,neutral,0.0
132,1844101829166239844,Wed Oct 09 19:45:12 +0000 2024,5,This is a decision between forks and spoons. Should we fork WordPress or continue being spoon-fed Matt's crap? #wpdrama #freewp #wp2,1844101829166239844,,,en,"San Diego, CA",0,1,0,https://x.com/vinnysgreen/status/1844101829166239844,2896866728,vinnysgreen,decision forks spoons fork wordpress continue spoon fed matt crap wpdrama freewp wp2,negative,-0.3818
133,1844101502929174960,Wed Oct 09 19:43:54 +0000 2024,6,Amist all the WP drama my heart break to read that the legend Sir Ratan Tata is no more. He was a true gem and an amazing soul. He has build soo many business and gave soo much wealth without anything in return. Saddest news in the history. May his soul rest in peace https://t.co/Br97QLOu6q,1844101502929174960,https://pbs.twimg.com/media/GZeQicabIAA49-H.jpg,,en,"Mumbai, India",0,0,2,https://x.com/meherbala/status/1844101502929174960,95947989,meherbala,amist wp drama heart break read legend sir ratan tata true gem amazing soul build soo many business gave soo much wealth without anything return saddest news history may soul rest peace,positive,0.9553
134,1844101224368570809,Wed Oct 09 19:42:48 +0000 2024,2,I dont think that the current #WPDrama is the end of #WordPress. But it might be the beginning of the migration from the old WordPress directory to GitHub. And so the end of the plugin and theme directory and of that old SVN.,1844101224368570809,,,en,"Erlangen, Deutschland",0,1,0,https://x.com/xwolf/status/1844101224368570809,14623982,xwolf,dont think current wpdrama end wordpress might beginning migration old wordpress directory github end plugin theme directory old svn,neutral,0.0
135,1844099809487339758,Wed Oct 09 19:37:10 +0000 2024,8,I'm not sure if I should stay and keep reading this feed or close it and log out of all my accounts here! I need to get some coding done. #wpdrama,1844099809487339758,,,en,United Kingdom,0,6,0,https://x.com/ajaydsouza/status/1844099809487339758,3412651,ajaydsouza,sure stay keep reading feed close log accounts need get coding done wpdrama,positive,0.3182
136,1844098133296546266,Wed Oct 09 19:30:31 +0000 2024,9,This WordPress vs WP Engine drama is starting to make me angry. Why does the general public have to get caught in the crossfire?,1844098133296546266,,,en,California,0,0,0,https://x.com/maietta/status/1844098133296546266,17108257,maietta,wordpress vs wp engine drama starting make angry general public get caught crossfire,negative,-0.3182
137,1844096210535317598,Wed Oct 09 19:22:52 +0000 2024,0,Hey WordPress community is it a good idea to start a project using @wp_acf with all the drama going on or I should look for alternatives? #wordpress #wpdrama,1844096210535317598,,,en,"Pretoria, South Africa",0,0,0,https://x.com/kerapetsi_major/status/1844096210535317598,797141247936827392,kerapetsi_major,hey wordpress community good idea start project using wp acf drama going look alternatives wordpress wpdrama,positive,0.5994
138,1844095936206889260,Wed Oct 09 19:21:47 +0000 2024,2,Seems time to fork #WordPress with the continued drama in the community between Matt and WP Engine.,1844095936206889260,,,en,NYC ✈️ Moab,0,1,0,https://x.com/davidstehle/status/1844095936206889260,15975190,davidstehle,seems time fork wordpress continued drama community matt wp engine,positive,0.25
139,1844094894081794368,Wed Oct 09 19:17:39 +0000 2024,2,watching all the wp drama without being impacted is truly. the levels of petty are OFF THE CHARTS!,1844094894081794368,,,en,"New Mexico, USA",0,0,1,https://x.com/not_smashley/status/1844094894081794368,4456155919,not_smashley,watching wp drama without impacted truly levels petty charts,negative,-0.2973
140,1844089335387390035,Wed Oct 09 18:55:33 +0000 2024,4,Dammit. Now this #wpdrama shits tainted one of the few channels I subscribe to on YT ( @LinusTech @TechLinkedYT ) Where I go to NOT think about WordPress . I cant get 5 minutes lately without someone (Matt ) showing up ruining the vibe: https://t.co/VV1gX5vI8f,1844089335387390035,,,en,"East Palatka, Florida",0,0,0,https://x.com/daniel_iser/status/1844089335387390035,1397880649,daniel_iser,dammit wpdrama shits tainted one channels subscribe yt linustech techlinkedyt go think wordpress cant get 5 minutes lately without someone matt showing ruining vibe,negative,-0.6249
141,1844088929445871874,Wed Oct 09 18:53:56 +0000 2024,3,Some more info about the WP drama,1844088929445871874,,,en,"Wien, Österreich",0,0,0,https://x.com/christophrumpel/status/1844088929445871874,224375889,christophrumpel,info wp drama,positive,0.25
142,1844088737741013448,Wed Oct 09 18:53:11 +0000 2024,1,If you're following the Wordpress / WP Engine drama this is kind of wild. This is the https://t.co/0hhhCfhrbl login page right now (https://t.co/JTxwSr7Hza). Red arrow put there by me. #WordPress #WPEngine https://t.co/9g2LLkJXPh,1844088737741013448,https://pbs.twimg.com/media/GZeEUZmW4AA9z9f.jpg,,en,"Nashua, NH",0,0,0,https://x.com/AndrewCurioso/status/1844088737741013448,14311446,AndrewCurioso,following wordpress wp engine drama kind wild login page right red arrow put wordpress wpengine,positive,0.6597
143,1844084168038416534,Wed Oct 09 18:35:01 +0000 2024,77,The danger about #wpdrama is not about people leaving WordPress. People won t leave. They make money out of it. The danger lies in the contribution. People won t contribute if it makes them feel working for an individual. All of your contributions can be valueless by getting,1844084168038416534,,,en,,2,13,8,https://x.com/mehbubrashid/status/1844084168038416534,1021420886,mehbubrashid,danger wpdrama people leaving wordpress people leave make money danger lies contribution people contribute makes feel working individual contributions valueless getting,negative,-0.8689
144,1844077694092443736,Wed Oct 09 18:09:18 +0000 2024,3,I don t normally get involved in drama &amp; the year I ve had I really don t need this but this is way out of hand &amp; tbh absolutely outrageous now It s gone way beyond an issue with WPE and is now affecting contributors agencies devs everyday folk WP is done. Time to move on ,1844077694092443736,,,en,"England, United Kingdom",0,1,0,https://x.com/philsola_123/status/1844077694092443736,3393870837,philsola_123,normally get involved drama amp year really need way hand amp tbh absolutely outrageous gone way beyond issue wpe affecting contributors agencies devs everyday folk wp done time move,positive,0.2893
145,1844074859199959095,Wed Oct 09 17:58:02 +0000 2024,0,I use Wordpress for my personal blog (https://t.co/luf4aL9Tg0) but I was blissfully unaware of the ongoing drama in the WordPress community. This article on The WordPress vs. WP Engine drama explained (https://t.co/hrsXX9ydx0) maps out the main issues. https://t.co/IKrb100ZQn,1844074859199959095,https://pbs.twimg.com/media/GZd4T57W4AADf3q.jpg,,en,"Austin, TX, USA",0,0,0,https://x.com/dtoczala/status/1844074859199959095,78500883,dtoczala,use wordpress personal blog blissfully unaware ongoing drama wordpress community article wordpress vs wp engine drama explained maps main issues,positive,0.0516
146,1844066289889005968,Wed Oct 09 17:57:26 +0000 2024,3,@ryancduff @photomatt I missed that. I had mostly checked out of the WP community/drama at that point. I was present for was Thesis and then some odd things around money for WCNYC 09 where it was unclear how much money was flowing where it was going and who was approving what for whom,1844074708431753601,,ryancduff,en,Central TX,0,0,0,https://x.com/CaseySoftware/status/1844074708431753601,8170372,CaseySoftware,ryancduff photomatt missed mostly checked wp community drama point present thesis odd things around money wcnyc 09 unclear much money flowing going approving,negative,-0.5423
147,1844070891120099600,Wed Oct 09 17:42:16 +0000 2024,7,Would you contribute to a fork with others if it was a viable path forward for the community? If the answer is remotely close to yes please retweet this and find me via https://t.co/POcgNxFXuE or dm. #FreeWP #wpdrama #WP2,1844070891120099600,,,en,"San Diego, CA",1,1,2,https://x.com/vinnysgreen/status/1844070891120099600,2896866728,vinnysgreen,would contribute fork others viable path forward community answer remotely close yes please retweet find via dm freewp wpdrama wp2,positive,0.6124
148,1844070207339589901,Wed Oct 09 17:39:33 +0000 2024,2,I was convinced this was a joke until I saw about 5 different accounts post screenshots of this. I went to check myself and yep it's real. #wpdrama continues to blow my mind. It's madness this is the actual login screen right now. https://t.co/AZexeq2LSF,1844070207339589901,https://pbs.twimg.com/media/GZdz6I3WIAAP_jZ.jpg,,en,"Nashville, TN",0,0,0,https://x.com/colinlord/status/1844070207339589901,15063289,colinlord,convinced joke saw 5 different accounts post screenshots went check yep real wpdrama continues blow mind madness actual login screen right,positive,0.4939
150,1844068475922526389,Wed Oct 09 17:32:40 +0000 2024,1,This is my favorite unspoken thing in the whole WordPress/WP Engine drama. Scroll to the last company on this list: https://t.co/gv1eXs5PYZ,1844068475922526389,,,en,MD,0,0,0,https://x.com/MichaelAleo/status/1844068475922526389,17913992,MichaelAleo,favorite unspoken thing whole wordpress wp engine drama scroll last company list,positive,0.6124
151,1844063760392343989,Wed Oct 09 17:13:56 +0000 2024,2,In 2011 Automattic invested in WP Engine. That means anyone working at Automattic and Matt himself are technically affiliated with WP Engine. So in theory none of these people should be able to log into WordPress org either. #wordpress #wpdrama,1844063760392343989,,,en,United Kingdom,0,1,0,https://x.com/adamjayc/status/1844063760392343989,339827185,adamjayc,2011 automattic invested wp engine means anyone working automattic matt technically affiliated wp engine theory none people able log wordpress org either wordpress wpdrama,positive,0.4588
152,1844054030827528223,Wed Oct 09 16:35:16 +0000 2024,3,Wow. Those screenshots of that conversation leave me speechless. #wpdrama,1844054030827528223,,,en,"Louisiana, USA",0,0,0,https://x.com/DonnaFontenot_/status/1844054030827528223,6322732,DonnaFontenot_,wow screenshots conversation leave speechless wpdrama,positive,0.5574
154,1843884963562963360,Wed Oct 09 16:21:41 +0000 2024,2,@askwpgirl #wpdrama is the biggest WP brand out there,1844050613384208748,,askwpgirl,en,Belgrade,0,0,0,https://x.com/instantfinality/status/1844050613384208748,601350214,instantfinality,askwpgirl wpdrama biggest wp brand,positive,0.25
155,1844047496181674081,Wed Oct 09 16:09:19 +0000 2024,0,When you suffocate things with silence they tend to disappear into the ether. None of our faults wind up your windows when going through WP shitshow town. So. Who are you? What do you do with WordPress? More importantly how are you? #no_wpdrama,1844047498408784059,,benswrite,en,United Kingdom,0,0,0,https://x.com/benswrite/status/1844047498408784059,4695860702,benswrite,suffocate things silence tend disappear ether none faults wind windows going wp shitshow town wordpress importantly wpdrama,positive,0.6065
156,1844047496181674081,Wed Oct 09 16:09:18 +0000 2024,5,In order to remain sane. I'm out of the WP drama. Going to focus on positivity. The more fuel we all give to the fire (as a collective) the more shit sticks. I'm the last person to back away from a fight. But in this case. Let's focus our energies elsewhere.,1844047496181674081,,,en,United Kingdom,0,2,0,https://x.com/benswrite/status/1844047496181674081,4695860702,benswrite,order remain sane wp drama going focus positivity fuel give fire collective shit sticks last person back away fight case let focus energies elsewhere,negative,-0.34
157,1844045994960515398,Wed Oct 09 16:03:20 +0000 2024,2,I m building a Rails CMS (well more like assembling + tweaking a bunch of components + building a little) for a client but the way the WP drama is unfolding maybe I should extract a standalone (ONCE style?) product?,1844045994960515398,,,en,En route,0,2,0,https://x.com/tamas/status/1844045994960515398,1064846222,tamas,building rails cms well like assembling tweaking bunch components building little client way wp drama unfolding maybe extract standalone style product,positive,0.6527
159,1843915189835776041,Wed Oct 09 07:23:34 +0000 2024,0,The WordPress vs. WP Engine drama explained - TechCrunch https://t.co/MhNiydxsIl,1843915189835776041,,,en,"Tokyo, JAPAN",0,0,0,https://x.com/patesalo_e/status/1843915189835776041,119973528,patesalo_e,wordpress vs wp engine drama explained techcrunch,positive,0.25
160,1843822083912151281,Wed Oct 09 06:46:46 +0000 2024,1,@igorvoroshilov @webflow Same here it s been a good couple of weeks! The WP drama is making a lot of folks consider a move to Webflow. Same for you?,1843905929525559629,,igorvoroshilov,en,Next talk: Webflow Conf 22/10,0,1,0,https://x.com/djfost/status/1843905929525559629,38935418,djfost,igorvoroshilov webflow good couple weeks wp drama making lot folks consider move webflow,positive,0.5994
161,1843629437541089733,Wed Oct 09 06:40:02 +0000 2024,0,@arniepalmer @rmelogli I'm surprised regular WP users actually follow WP drama. Not a great look for WP though.,1843904237023178843,,arniepalmer,en,Belgium 🇧🇪,0,1,0,https://x.com/PoeHaH/status/1843904237023178843,74488053,PoeHaH,arniepalmer rmelogli surprised regular wp users actually follow wp drama great look wp though,positive,0.875
162,1843897786632212909,Wed Oct 09 06:14:24 +0000 2024,126,Every day I hope today will be the day this WP vs WPE drama ends. The Community who built this OSS and has been completely ignored finally deserves the attention it s been missing. The most dysfunctional leadership I ve ever seen is shamelessly on display leaving the community https://t.co/aKmQr4FzGJ,1843897786632212909,https://pbs.twimg.com/media/GZbXQqWXQAA8dMZ.jpg,,en,🇮🇳 | 🇲🇾,1,10,10,https://x.com/rajendrazore/status/1843897786632212909,57286005,rajendrazore,every day hope today day wp vs wpe drama ends community built oss completely ignored finally deserves attention missing dysfunctional leadership ever seen shamelessly display leaving community,negative,-0.3167
163,1843884963562963360,Wed Oct 09 06:07:26 +0000 2024,2,@askwpgirl Now I have to blast a newsletter to make sure my free users hosting their sites on WP Engine still know how to reach me when they want to ask for support. Seriously the guy is such an asshole. He's got lawyers why the drama?,1843896030980649179,,Dan0sz,en,"Hoorn, Nederland",0,1,0,https://x.com/Dan0sz/status/1843896030980649179,3176232475,Dan0sz,askwpgirl blast newsletter make sure free users hosting sites wp engine still know reach want ask support seriously guy asshole got lawyers drama,positive,0.8402
164,1843893723140071701,Wed Oct 09 05:58:16 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/4oPxILIBn2,1843893723140071701,,,en,Украина,0,0,0,https://x.com/DUstimenko/status/1843893723140071701,1394310804309258247,DUstimenko,wordpress vs wp engine drama explained,positive,0.25
165,1843893022494204025,Wed Oct 09 05:55:29 +0000 2024,0,New post on TechCrunch: The WordPress vs. WP Engine drama explained https://t.co/sqvOI8uN6V,1843893022494204025,,,en,"Indiana, USA",0,0,0,https://x.com/ndurbin/status/1843893022494204025,19098006,ndurbin,new post techcrunch wordpress vs wp engine drama explained,positive,0.25
166,1843892832383169011,Wed Oct 09 05:54:43 +0000 2024,0, The WordPress vs. WP Engine drama is heating up! As a leading platform WordPress faces challenges with performance &amp; support from its managed hosting partner WP Engine. Is it a power struggle or just growing pains? Let's dive in! #WordPre https://t.co/HacyRP5g4a,1843892832383169011,,,en,Toronto 🇨🇦,0,0,0,https://x.com/_DailyDoseMedia/status/1843892832383169011,1516169226804936707,_DailyDoseMedia,wordpress vs wp engine drama heating leading platform wordpress faces challenges performance amp support managed hosting partner wp engine power struggle growing pains let dive wordpre,positive,0.3818
167,1843892595295920493,Wed Oct 09 05:53:47 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/c3JyZg101u,1843892595295920493,,,en,"Sydney, New South Wales",0,0,0,https://x.com/brainify78/status/1843892595295920493,3234973128,brainify78,wordpress vs wp engine drama explained,positive,0.25
168,1843891803398758769,Wed Oct 09 05:50:38 +0000 2024,0,The WordPress vs. WP Engine drama explained https://t.co/y38Vb42cv6 #Technology #bhivelabs,1843891803398758769,,,en,"Oakville, ON",0,0,0,https://x.com/TechGeekTweets/status/1843891803398758769,560032638,TechGeekTweets,wordpress vs wp engine drama explained technology bhivelabs,positive,0.25
169,1843884963562963360,Wed Oct 09 05:50:25 +0000 2024,5,@askwpgirl I'm starting to dislike WordPress because of this. I don't care about WP Engine: I don't use their services/plugins yet I get slapped in the face with this drama every day. Now a F-in login page? WTF!,1843891750596948394,,Dan0sz,en,"Hoorn, Nederland",0,1,1,https://x.com/Dan0sz/status/1843891750596948394,3176232475,Dan0sz,askwpgirl starting dislike wordpress care wp engine use services plugins yet get slapped face drama every day f login page wtf,negative,-0.296
170,1843884963562963360,Wed Oct 09 05:23:27 +0000 2024,140,I can't even already with the #wpdrama. https://t.co/IXxdtQT8mb https://t.co/AhzHxQDjHK,1843884963562963360,https://pbs.twimg.com/media/GZbLjRmWYAAZzFL.jpg,,en,"Boulder, Colorado",13,22,6,https://x.com/askwpgirl/status/1843884963562963360,89498202,askwpgirl,even already wpdrama,neutral,0.0
171,1843880181276258439,Wed Oct 09 05:04:27 +0000 2024,1,Really interesting view from the creator of Ruby on Rails #WordPress #WPDrama,1843880181276258439,,,en,"Granada, España",0,0,1,https://x.com/jesusyesares/status/1843880181276258439,69532483,jesusyesares,really interesting view creator ruby rails wordpress wpdrama,positive,0.4576
172,1843879899142205818,Wed Oct 09 05:03:20 +0000 2024,0,Finally got my blog running exactly how I like it on #movabletype As someone who defended and promoted #WordPress FOR OVER A DECADE. I am mostly done with it waiting for Forks of #WordPress get better but for now I am gone. #wpdrama https://t.co/4WFasJzYOR,1843879899142205818,https://pbs.twimg.com/media/GZbGooYbMAAs7Is.png,,en,Anywhere with WiFi,0,0,0,https://x.com/ThickWagers/status/1843879899142205818,1817724815647580160,ThickWagers,finally got blog running exactly like movabletype someone defended promoted wordpress decade mostly done waiting forks wordpress get better gone wpdrama,positive,0.802
173,1843879371242910127,Wed Oct 09 05:01:14 +0000 2024,1,This was my last tweet before all the #wpdrama. I'm eager to return to posting nonsense like this every 3 to 6 months. Also I stand by this. Let's make this movie happen.,1843879371242910127,,,en,"San Diego, CA",0,1,0,https://x.com/vinnysgreen/status/1843879371242910127,2896866728,vinnysgreen,last tweet wpdrama eager return posting nonsense like every 3 6 months also stand let make movie happen,positive,0.3182
174,1843874242682823161,Wed Oct 09 04:40:51 +0000 2024,82,OMG And I thought this couldn't get crazier. Does it mean WPE customers employees and affiliates are no longer welcome to use https://t.co/prAdy1Ryt9 or contribute to the WP project? Isn't that the opposite goal of what has started this fiasco? #wpdrama #WordPress https://t.co/Mr11MCdpoI,1843874242682823161,https://pbs.twimg.com/media/GZbB2HNWIAAtqHj.jpg,,en,Start 👉,6,11,6,https://x.com/vovafeldman/status/1843874242682823161,39464268,vovafeldman,omg thought get crazier mean wpe customers employees affiliates longer welcome use contribute wp project opposite goal started fiasco wpdrama wordpress,positive,0.1531
175,1843857492532719825,Wed Oct 09 03:34:18 +0000 2024,22,My best guess on what the truth of the matter is. I know you'll be shocked. #wpdrama #wordpress #automattic #WPEngine https://t.co/6okvH72OhH,1843857492532719825,,,en,Mexico,0,3,4,https://x.com/kellie/status/1843857492532719825,790217,kellie,best guess truth matter know shocked wpdrama wordpress automattic wpengine,positive,0.6486
177,1843847957201990089,Wed Oct 09 02:56:24 +0000 2024,3,It seemed fairly obvious in this WP drama that Matt was angry because WP Engine figured out how to make money where Matt failed. Glad DHH spelled it out. https://t.co/UtXCepOir8,1843847957201990089,,,en,Outside,0,0,1,https://x.com/kirillzubovsky/status/1843847957201990089,17541787,kirillzubovsky,seemed fairly obvious wp drama matt angry wp engine figured make money matt failed glad dhh spelled,negative,-0.1531
178,1843787356228436111,Tue Oct 08 22:55:36 +0000 2024,7,DHH is 100% right on this one. The drama going on with @automattic and @wpengine feels like a death knell for open source WP is right there in the second echelons(first is linux) of open source.,1843787356228436111,,,en,"Tallinn, Estonia ",0,1,0,https://x.com/TheWandererKhan/status/1843787356228436111,2512341151,TheWandererKhan,dhh 100 right one drama going automattic wpengine feels like death knell open source wp right second echelons first linux open source,negative,-0.1027
179,1843308020421550284,Tue Oct 08 22:51:29 +0000 2024,0,@notgavn @briancoords I was going to mention @statamic too! I'd been looking for #WordPress alternatives with all this WP vs WP Engine drama going on and it's great that Statamic runs on Laravel ,1843786319803363749,,notgavn,en,"Brisbane, Queensland",0,0,0,https://x.com/GeoffFranklin8/status/1843786319803363749,40045037,GeoffFranklin8,notgavn briancoords going mention statamic looking wordpress alternatives wp vs wp engine drama going great statamic runs laravel,positive,0.7964
180,1843736433057759523,Tue Oct 08 19:33:15 +0000 2024,0,https://t.co/xbsYfL8zXu vs. WP Engine: An Explainer: What is going on between Automattic (https://t.co/xbsYfL8zXu) https://t.co/5j6etCg9VT and WPEngine WordPress hosting? Here's an overview of the #WPDrama. https://t.co/yiNGDOAL64 https://t.co/HDmFeBoUHY,1843736433057759523,https://pbs.twimg.com/media/GZZEgqHXcAA0EAi.jpg,,en, USA,0,0,1,https://x.com/IStudio/status/1843736433057759523,14211874,IStudio,vs wp engine explainer going automattic wpengine wordpress hosting overview wpdrama,positive,0.25
181,1843718689893560531,Tue Oct 08 18:22:44 +0000 2024,46,PE is bad. Big agree. @automattic would know. @photomatt has raised nearly a billion dollars in investments. Matt has fundamentally changed the way Automattic runs in recent years including quiet layoffs. The buyout was a way to reduce the headcount all at once. #wpdrama,1843718689893560531,,,en,Mexico,0,2,4,https://x.com/kellie/status/1843718689893560531,790217,kellie,pe bad big agree automattic would know photomatt raised nearly billion dollars investments matt fundamentally changed way automattic runs recent years including quiet layoffs buyout way reduce headcount wpdrama,negative,-0.25
182,1843397906231128519,Tue Oct 08 18:14:38 +0000 2024,5,@photomatt @trentlapinski @zmh Weird that you failed to to mention the BlackRock investment in that post calling out SL when you otherwise include a fairly exhaustive list. You were pretty stoked about it back in 2021 when it happened. https://t.co/jc6WcOb2sS #wpdrama #wordpress,1843716647720525932,,photomatt,en,Mexico,0,0,0,https://x.com/kellie/status/1843716647720525932,790217,kellie,photomatt trentlapinski zmh weird failed mention blackrock investment post calling sl otherwise include fairly exhaustive list pretty stoked back 2021 happened wpdrama wordpress,negative,-0.3182
183,1843715057131331756,Tue Oct 08 18:08:18 +0000 2024,27,Did you know that @automattic employs a person to help raise the company stature in the eyes of potential hires? Hats off to you @zeldman for your efforts I do not envy you these days and apologize to you for making it harder lately. #automattic #wordpress #wpdrama https://t.co/ab68QoSvSZ,1843715057131331756,https://pbs.twimg.com/media/GZYwiUOWMAIWql5.jpg,,en,Mexico,0,2,1,https://x.com/kellie/status/1843715057131331756,790217,kellie,know automattic employs person help raise company stature eyes potential hires hats zeldman efforts envy days apologize making harder lately automattic wordpress wpdrama,positive,0.25
184,1843688969009234404,Tue Oct 08 16:24:38 +0000 2024,0,Has the wp drama settled or are we between rounds? https://t.co/khYDHlL6pt,1843688969009234404,https://pbs.twimg.com/tweet_video_thumb/GZYZV-1XIAI7Phr.jpg,,en,Home is where you park it,0,0,0,https://x.com/Adam_McLaughlin/status/1843688969009234404,43978419,Adam_McLaughlin,wp drama settled rounds,positive,0.25
185,1843236195284693331,Tue Oct 08 12:16:44 +0000 2024,0,@verygoodplugins @wpfusion @EchoDashh Not a fan of the current WP drama but this post makes me not want to use @wpfusion (currently a customer) more than not want to use WP.,1843626580146565416,,verygoodplugins,en,"Virginia Beach, VA",0,1,0,https://x.com/JoelMcDonald/status/1843626580146565416,599290583,JoelMcDonald,verygoodplugins wpfusion echodashh fan current wp drama post makes want use wpfusion currently customer want use wp,positive,0.7096
186,1843619881586970718,Tue Oct 08 11:50:07 +0000 2024,1,Managed a website? One unexpected update can turn into pure chaos if not done right. With the recent WordPress vs WP Engine drama it's a reminder of how fragile plugin-based sites can be. https://t.co/KqTSExoN4v,1843619881586970718,https://pbs.twimg.com/media/GZXagDiXoAAgnK-.jpg,,en,India,0,1,1,https://x.com/tuesdaysol/status/1843619881586970718,1408383424595779584,tuesdaysol,managed website one unexpected update turn pure chaos done right recent wordpress vs wp engine drama reminder fragile plugin based sites,negative,-0.4019
187,1843612892371005586,Tue Oct 08 11:22:20 +0000 2024,0,Today in #wpdrama Billie Eilish &amp; Frank Sinatra IA - Happier Than Ever https://t.co/cZ8lejAZt5,1843612892371005586,,,en,"ÜT: 43.94421,-79.39097",0,0,0,https://x.com/alexsirota/status/1843612892371005586,31152742,alexsirota,today wpdrama billie eilish amp frank sinatra ia happier ever,positive,0.5267
